b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.944931391065	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.946450889165	[]	[]	[]	[]
2	0	[]	[]	[]	1.07910056431	0.947774956893	1.14045778039	[]	[]	[]
2	1	[]	[]	[]	1.11702579851	1.2059273687	0.859749223989	[]	[]	[]
3	0	[]	[]	0.900865456669	0.608325639304	0.857350081701	0.993851544977	0.84615468088	[]	[]
3	1	[]	[]	0.782908985219	1.21364495808	0.79133280619	1.05980940688	0.930608885458	[]	[]
4	0	[]	1.13998081369	0.819603350802	0.665105288574	0.696501975884	0.826531810414	1.00745420593	1.09170175853	[]
4	1	[]	1.37054019161	0.886259965388	0.5810663853	0.701559784442	0.855364049365	1.29876823994	0.988546496847	[]
5	0	[]	[]	0.727018904117	0.8865413634	1.00623453808	0.933585689629	1.23585113948	[]	[]
5	1	[]	[]	0.888801630319	0.72363389899	0.91778612259	0.813506534932	1.25961086102	[]	[]
6	0	[]	[]	[]	0.921057087363	1.11812258364	1.07260070828	[]	[]	[]
6	1	[]	[]	[]	0.661371234436	0.888254571074	0.994749168236	[]	[]	[]
7	0	[]	[]	[]	[]	0.936143768493	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.94458234763	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
