a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	-3.12126727203	[]	[]	[]
2	1	[]	[]	[]	-4.30720658465	[]	[]	[]
3	0	[]	[]	-3.4180122776	-3.78122527915	-3.51855278885	[]	[]
3	1	[]	[]	-3.42481185783	-3.08895104671	-3.3828027851	[]	[]
4	0	[]	[]	[]	-2.9216878062	[]	[]	[]
4	1	[]	[]	[]	-2.71369702434	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
