time	name	mols_cen	mols_sur	mols_outer	insize	outsize	energyev	Uqq	Uqd	Udd	Totdip_x	Totdip_y	Totdip_z
Thu, 22 May 2014 12:40:29 +0000	point_cation_neut_delocdist1_inner5	['sp_point_neut.xyz']	['sp_point_neut.xyz']	['sp_point_neut.xyz']	5	0	0.469014390997	0.469753300812	-0.00147781962897	0.000738909814485	3.34747420755e-18	4.37999103355e-18	2.72733424736e-18
