c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	0.79632197583	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	0.795911092178	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.784042901238	0.655295743384	0.7133411583	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.710882375769	0.660601053871	0.783833324427	[]	[]	[]	[]
2	0	[]	[]	[]	0.779615047191	0.639576090722	0.586272705148	0.609481012831	0.700784897442	[]	[]	[]
2	1	[]	[]	[]	0.698093209227	0.611753670485	0.595886429176	0.645419545174	0.77960627477	[]	[]	[]
3	0	[]	[]	0.777933047843	0.633964307428	0.573233518213	0.552091632924	0.566409087072	0.601352594648	0.69804835508	[]	[]
3	1	[]	[]	0.695027843915	0.602797852811	0.573481031979	0.566519001485	0.584007672345	0.640648310511	0.778226348803	[]	[]
4	0	[]	0.779879506822	0.634280989429	0.563696680098	0.522761842258	0.498330840383	0.518752018995	0.554940884108	0.600092309635	0.700388231796	[]
4	1	[]	0.69780463419	0.600248352968	0.557243143694	0.526564746303	0.522370431692	0.546166743759	0.578554617512	0.641563966652	0.779911207043	[]
5	0	0.784243551335	0.642772975199	0.577109944903	0.537097841791	0.45464699852	0.0	0.453050620247	0.532099188466	0.567765028016	0.608431953871	0.705486036805
5	1	0.704325105244	0.611552397782	0.573940267731	0.531616510265	0.379824638038	0.344109808572	0.509432120098	0.556204712337	0.587744026117	0.647699195799	0.783518366676
6	0	[]	0.779391885738	0.633539847871	0.562978710298	0.522163848996	0.498353776371	0.519703071927	0.556143245273	0.601191898828	0.701216770044	[]
6	1	[]	0.697093315854	0.59954239089	0.556688491025	0.526260045004	0.52200505492	0.546744918942	0.579468748257	0.642390973866	0.780308077828	[]
7	0	[]	[]	0.777478543225	0.633501643015	0.572986405551	0.552097058377	0.566831088335	0.60203010342	0.698778633367	[]	[]
7	1	[]	[]	0.69446405184	0.602399460928	0.573322050563	0.566503859717	0.584356836422	0.641215346572	0.778655735268	[]	[]
8	0	[]	[]	[]	0.779424332603	0.6394247661	0.586248130116	0.609621225078	0.701035470981	[]	[]	[]
8	1	[]	[]	[]	0.697798498864	0.611581053451	0.595784675633	0.645481506506	0.779699954201	[]	[]	[]
9	0	[]	[]	[]	[]	0.784011087191	0.655254928421	0.713317419946	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.710702043129	0.660436417315	0.783690442049	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.796317822489	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.795759122547	[]	[]	[]	[]	[]
