c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.685806166965	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	0.651536727763	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.675431651464	0.607965798199	0.625429315272	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.620833730675	0.597180769226	0.629942053818	[]	[]	[]	[]
3	0	[]	[]	[]	0.670379800322	0.593989794139	0.555028760189	0.570035848535	0.615296300385	[]	[]	[]
3	1	[]	[]	[]	0.611936934028	0.57500696569	0.56757641281	0.584894867068	0.624978349902	[]	[]	[]
4	0	[]	[]	0.669833945614	0.585204022096	0.527679910989	0.503808286983	0.524525693117	0.560274885282	0.615251881705	[]	[]
4	1	[]	[]	0.608381811396	0.556745793786	0.523864472315	0.52085059914	0.547127533255	0.57968481626	0.626042962153	[]	[]
5	0	[]	0.676985448411	0.596115654139	0.533472393401	0.44576443285	0.231360904454	0.469882488117	0.538907817001	0.573602099	0.623978355776	[]
5	1	[]	0.619281966635	0.572402150713	0.526957690395	0.284146730824	0.285917894988	0.520880726904	0.561209450179	0.590095330976	0.63250360501	[]
6	0	[]	[]	0.668822057196	0.583832610848	0.525949841826	0.502012033502	0.524104132238	0.560817859338	0.616099887564	[]	[]
6	1	[]	[]	0.607535599218	0.555797831855	0.522695784546	0.519558501699	0.547276526643	0.580493875966	0.626849360751	[]	[]
7	0	[]	[]	[]	0.669530720088	0.593257858375	0.554542318923	0.570005662763	0.615661892647	[]	[]	[]
7	1	[]	[]	[]	0.611428412033	0.574702472701	0.567371732698	0.585139525213	0.625490789919	[]	[]	[]
8	0	[]	[]	[]	[]	0.675086937447	0.60774796607	0.625402337882	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.620629489261	0.59704870176	0.629984606391	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.685734765948	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.6513806956	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
