a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.589151742609	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	0.597829619782	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.556318388463	0.551236819215	0.55315784755	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.577976356438	0.56046399756	0.577485876704	[]	[]	[]	[]
3	0	[]	[]	[]	0.584137666891	0.534606242116	0.514493956525	0.532857102723	0.583595034647	[]	[]	[]
3	1	[]	[]	[]	0.598296490566	0.556609521581	0.533008067728	0.556386467078	0.598445174853	[]	[]	[]
4	0	[]	[]	0.625429315272	0.570035848535	0.524525693117	0.469882488117	0.524104132238	0.570005662763	0.625402337882	[]	[]
4	1	[]	[]	0.629942053818	0.584894867068	0.547127533255	0.520880726904	0.547276526643	0.585139525213	0.629984606391	[]	[]
5	0	[]	0.7133411583	0.609481012831	0.566409087072	0.518752018995	0.453050620247	0.519703071927	0.566831088335	0.609621225078	0.713317419946	[]
5	1	[]	0.783833324427	0.645419545174	0.584007672345	0.546166743759	0.509432120098	0.546744918942	0.584356836422	0.645481506506	0.783690442049	[]
6	0	[]	[]	0.610245517677	0.5635067538	0.517709074006	0.443396028934	0.519919644411	0.564353875493	0.61053817748	[]	[]
6	1	[]	[]	0.692391037384	0.610168020603	0.553778431528	0.526053633622	0.554759264449	0.610631137524	0.692413462251	[]	[]
7	0	[]	[]	[]	0.565304342014	0.520319403386	0.4818167029	0.523563043381	0.566561179294	[]	[]	[]
7	1	[]	[]	[]	0.661361567993	0.588637324094	0.54877112274	0.590023813541	0.661726725205	[]	[]	[]
8	0	[]	[]	[]	[]	0.529481890912	0.511417138825	0.533597889229	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.646437405856	0.594742255426	0.647533116086	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.535135447963	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.655672121956	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
