b\a	mol	0	1	2	3	4
0	0	[]	[]	2.90583087242	[]	[]
0	1	[]	[]	2.6360004058	[]	[]
0	2	[]	[]	2.8711071144	[]	[]
0	3	[]	[]	2.72931938191	[]	[]
1	0	[]	2.92355001203	1.81831282013	2.93091798991	[]
1	1	[]	2.70634095188	1.22651669287	2.70117359449	[]
1	2	[]	2.87480270287	2.23899612816	2.92637077576	[]
1	3	[]	2.6974019262	2.10373712227	2.789378142	[]
2	0	2.98652174109	2.36473023236	0.0	2.36483964158	2.98435662442
2	1	2.9247764191	2.2870859561	0.984141250039	2.27590457028	2.91931765862
2	2	2.97624668306	2.31057107916	2.11268769229	2.37003571111	2.98039720883
2	3	2.98613370726	2.26131132654	2.08219566108	2.32479105284	2.99225409838
3	0	[]	2.78884846825	1.68579963892	2.79057714581	[]
3	1	[]	2.87611698068	2.1780151031	2.86469532085	[]
3	2	[]	2.75754722957	2.17898620225	2.78995579826	[]
3	3	[]	2.90737778935	2.24519546217	2.94542999341	[]
4	0	[]	[]	2.7612227461	[]	[]
4	1	[]	[]	2.88872536621	[]	[]
4	2	[]	[]	2.75388763664	[]	[]
4	3	[]	[]	2.92900766617	[]	[]
