[[-2.37160078 -0.46051802  0.52982835]]
[[-0.69723717 -2.10329277 -0.45026947]]
[[ 0.01276948 -0.0862544  -0.40183859]]
[[ -1.25472505e-15  -2.69256775e-15  -3.57564312e-16]]
[[-0.01276948  0.0862544   0.40183859]]
[[ 0.69723717  2.10329277  0.45026947]]
[[ 2.37160078  0.46051802 -0.52982835]]
