a\c	mol	0	1	2	3	4
0	0	[]	[]	1.63691212623	[]	[]
0	1	[]	[]	0.478126793271	[]	[]
0	2	[]	[]	0.580682719771	[]	[]
0	3	[]	[]	1.31127712048	[]	[]
1	0	[]	-1.29157373488	0.523142394857	0.00799756055854	[]
1	1	[]	0.331441316393	-0.738953022707	-0.463164166861	[]
1	2	[]	0.368076442733	-0.87302626688	-0.0465652465388	[]
1	3	[]	-1.4335136149	0.777336722128	-0.0774562130132	[]
2	0	-2.30954435116	-1.13513806817	0.0	-0.997014593055	-0.390136938397
2	1	-1.07413251081	-2.02415329477	-1.09745793773	-2.23177284163	-1.17965886779
2	2	0.057608612282	-3.46414266411	-0.896279959494	-1.48698835034	-0.919934524117
2	3	-2.09023381339	-1.20056689208	-1.87841021474	0.0610248068177	-0.225373477884
3	0	[]	-1.29130014539	0.493151691035	-0.00513071065715	[]
3	1	[]	0.352469346504	-0.731008373056	-0.468502034566	[]
3	2	[]	0.473132912207	-0.786689364214	0.0102600365403	[]
3	3	[]	-1.36015833621	0.759674163992	-0.0658434984778	[]
4	0	[]	[]	1.6294508827	[]	[]
4	1	[]	[]	0.484973961552	[]	[]
4	2	[]	[]	0.591636218769	[]	[]
4	3	[]	[]	1.3085228621	[]	[]
