b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.796089651977	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	0.714210821165	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.687903785197	0.652470118574	0.630443844629	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.628862715122	0.620227924915	0.64267572867	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.636437791383	0.607605872767	0.587092183913	0.584692409616	0.586954990671	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.598168730155	0.583460704502	0.583113153424	0.591766109043	0.621029064851	[]	[]	[]	[]
4	0	[]	[]	[]	0.604799356623	0.576749825648	0.555052555794	0.552324463935	0.552985263732	0.555271661368	0.560723532087	[]	[]	[]
4	1	[]	[]	[]	0.579095687213	0.558658458559	0.552621753256	0.554538704737	0.563046171231	0.578153462973	0.612136508733	[]	[]	[]
5	0	[]	[]	0.588338576521	0.558189974862	0.53165675665	0.52360303871	0.52090828925	0.523117643492	0.528614746739	0.535038251725	0.543458344955	[]	[]
5	1	[]	[]	0.574848843311	0.547447195374	0.532736381337	0.526665211008	0.529737005495	0.540101002766	0.554945805773	0.573905242096	0.61178222601	[]	[]
6	0	[]	0.584818515045	0.556989588134	0.528028960638	0.515053165019	0.504997421951	0.500339606488	0.502720374132	0.509848321709	0.517741711203	0.524362154454	0.538371390777	[]
6	1	[]	0.597594092841	0.564935826098	0.545869482595	0.532194672342	0.525598919225	0.527405404014	0.535980930273	0.548370185125	0.564217712865	0.605512298856	0.663833457242	[]
7	0	[]	[]	0.561826757337	0.541995143288	0.531550341021	0.523210476133	0.518444174543	0.518075783069	0.520804746662	0.524533070016	0.533155401609	[]	[]
7	1	[]	[]	0.592430300432	0.568841523443	0.555278081402	0.548466030713	0.547861250117	0.55277030724	0.56358902782	0.600206698068	0.658723118709	[]	[]
8	0	[]	[]	[]	0.573476969758	0.557869073917	0.551969988671	0.548059304007	0.545695778878	0.544619145099	0.549416464097	[]	[]	[]
8	1	[]	[]	[]	0.599991893017	0.581535569935	0.573373195496	0.571573652568	0.576556346371	0.607961204906	0.662522576906	[]	[]	[]
9	0	[]	[]	[]	[]	0.596040937887	0.582484362477	0.578286881773	0.575116388718	0.577085190004	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.614163015778	0.600153691157	0.598851721985	0.624930526938	0.675734396252	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.632895303996	0.618540419636	0.619450768371	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.642968481834	0.658432515681	0.70540065878	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.716288000242	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	0.795692827358	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
