c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	0.618261058613	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	0.616891107812	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.61111285233	0.573727663625	0.577853563076	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	0.593979137279	0.581153178242	0.602744784419	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.604799356623	0.558189974862	0.528028960638	0.541995143288	0.573476969758	[]	[]	[]	[]
5	1	[]	[]	[]	[]	0.579095687213	0.547447195374	0.545869482595	0.568841523443	0.599991893017	[]	[]	[]	[]
6	0	[]	[]	[]	0.609800702293	0.56000808613	0.516989161329	0.541485894624	0.545560843729	0.556575564147	0.583396606504	[]	[]	[]
6	1	[]	[]	[]	0.585996131829	0.543334634319	0.488428169508	0.52334259055	0.554441234486	0.579114694124	0.607613321075	[]	[]	[]
7	0	[]	[]	[]	[]	0.602910213167	0.554840105414	0.523473896085	0.538765651994	0.572230056983	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.578069237681	0.545625926241	0.542971031415	0.567563483192	0.600023045708	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.609534934926	0.572222876338	0.576815949094	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.593391630504	0.580480484874	0.60259184232	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	0.617645260118	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	0.616656987451	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
