c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.649831592628	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	0.63400428446	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.642977744295	0.596489720079	0.603662842706	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.611474715639	0.595906384352	0.618031427134	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.63827480187	0.585372125761	0.553804253379	0.565120660501	0.596114088539	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.603492492249	0.577072331028	0.572771351094	0.586657323974	0.613669850986	[]	[]	[]	[]
5	0	[]	[]	[]	0.636437791383	0.576749825648	0.53165675665	0.515053165019	0.531550341021	0.557869073917	0.596040937887	[]	[]	[]
5	1	[]	[]	[]	0.598168730155	0.558658458559	0.532736381337	0.532194672342	0.555278081402	0.581535569935	0.614163015778	[]	[]	[]
6	0	[]	[]	0.641900587943	0.583659457065	0.533124489172	0.484269856265	0.466452878687	0.511634262001	0.543436167535	0.567387181063	0.602676649031	[]	[]
6	1	[]	[]	0.605720936647	0.566573765651	0.521970716474	0.374346300427	0.411535607978	0.531122328714	0.565116217257	0.589470351933	0.61965019317	[]	[]
7	0	[]	[]	[]	0.635520744015	0.575320900344	0.529298648874	0.511735150246	0.529477834897	0.55737121362	0.59634794438	[]	[]	[]
7	1	[]	[]	[]	0.597474502798	0.557770260382	0.531143704716	0.529774140174	0.554396905066	0.581768421485	0.614735252968	[]	[]	[]
8	0	[]	[]	[]	[]	0.637254832287	0.584331957951	0.552855339327	0.564586737301	0.596094349169	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.60293822345	0.576623098851	0.572284479925	0.586638143775	0.614044974219	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.642477608954	0.596117782821	0.603497994245	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.611240869161	0.595725132573	0.618069762849	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.649730590902	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	0.633870017858	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
