a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.596821090827	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	0.615968877739	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.561826757337	0.569164603605	0.557353442255	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.592430300432	0.582203000254	0.590861855043	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.577853563076	0.541995143288	0.545560843729	0.538765651994	0.576815949094	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.602744784419	0.568841523443	0.554441234486	0.567563483192	0.60259184232	[]	[]	[]	[]
4	0	[]	[]	[]	0.603662842706	0.565120660501	0.531550341021	0.511634262001	0.529477834897	0.564586737301	0.603497994245	[]	[]	[]
4	1	[]	[]	[]	0.618031427134	0.586657323974	0.555278081402	0.531122328714	0.554396905066	0.586638143775	0.618069762849	[]	[]	[]
5	0	[]	[]	0.642583717208	0.590901190092	0.562399555385	0.523210476133	0.468953655477	0.522449393768	0.562321251538	0.590920451977	0.642578630174	[]	[]
5	1	[]	[]	0.647043692966	0.60521922165	0.579849953858	0.548466030713	0.521281232697	0.548096364846	0.579992745075	0.605293746049	0.64696836786	[]	[]
6	0	[]	0.729735316423	0.626866596146	0.587932456562	0.560214548626	0.518444174543	0.453570031125	0.519066950212	0.560593772344	0.588112614165	0.62688949205	0.729657333533	[]
6	1	[]	0.800169966487	0.662471619809	0.604257126885	0.578290731377	0.547861250117	0.51089174256	0.54806235498	0.578605643736	0.604364833611	0.662390442794	0.799971821943	[]
7	0	[]	[]	0.627630793389	0.584957759986	0.557730092998	0.518075783069	0.445009954793	0.519978728048	0.558557571249	0.585286063757	0.627674900215	[]	[]
7	1	[]	[]	0.709284393934	0.629665685725	0.582494351184	0.55277030724	0.527371475082	0.553530812714	0.582961708665	0.62979792067	0.709192280082	[]	[]
8	0	[]	[]	[]	0.585978985123	0.554926656208	0.520804746662	0.484170607258	0.523790682979	0.556163516043	0.586445423551	[]	[]	[]
8	1	[]	[]	[]	0.679849731369	0.612176238948	0.56358902782	0.54741104415	0.564806456661	0.612786361781	0.679938725373	[]	[]	[]
9	0	[]	[]	[]	[]	0.556947793288	0.524533070016	0.513857000871	0.528387131844	0.558561923364	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.665368711598	0.600206698068	0.568181727719	0.601842970801	0.665873611882	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.533155401609	0.531322319037	0.537750176098	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.658723118709	0.611519217537	0.6600193159	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.546320888377	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	0.670790966789	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
