c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	0.577209476629	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	0.671925415279	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.562964477693	0.546629869009	0.556947793288	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	0.615567911786	0.610876492793	0.665368711598	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.560723532087	0.535038251725	0.517741711203	0.524533070016	0.549416464097	[]	[]	[]	[]
5	1	[]	[]	[]	[]	0.612136508733	0.573905242096	0.564217712865	0.600206698068	0.662522576906	[]	[]	[]	[]
6	0	[]	[]	[]	0.573092507144	0.55594057669	0.549573426575	0.543481207696	0.513857000871	0.528360109512	0.554958435901	[]	[]	[]
6	1	[]	[]	[]	0.629167010363	0.602184429911	0.600349307075	0.568875247941	0.568181727719	0.60521733543	0.666750509285	[]	[]	[]
7	0	[]	[]	[]	[]	0.562417361148	0.538674640223	0.522709433906	0.528387131844	0.551714203601	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.613833117771	0.576874094422	0.56644845879	0.601842970801	0.663262922063	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.56407088476	0.54811768145	0.558561923364	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.61603349049	0.611492799799	0.665873611882	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	0.577677584091	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	0.67188358704	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
