a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.586089310056	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	0.592186254085	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.588338576521	0.55573214398	0.584029468605	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.574848843311	0.547732018221	0.572986688153	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.61111285233	0.558189974862	0.516989161329	0.554840105414	0.609534934926	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.593979137279	0.547447195374	0.488428169508	0.545625926241	0.593391630504	[]	[]	[]	[]
4	0	[]	[]	[]	0.642977744295	0.585372125761	0.53165675665	0.484269856265	0.529298648874	0.584331957951	0.642477608954	[]	[]	[]
4	1	[]	[]	[]	0.611474715639	0.577072331028	0.532736381337	0.374346300427	0.531143704716	0.576623098851	0.611240869161	[]	[]	[]
5	0	[]	[]	0.69252050237	0.61465416358	0.565924383665	0.52360303871	0.445044277829	0.522193431437	0.565346230587	0.614358346025	0.692430587416	[]	[]
5	1	[]	[]	0.63830988573	0.597092758879	0.571943721282	0.526665211008	0.290362225276	0.525730524758	0.571676267368	0.596905757322	0.638133300901	[]	[]
6	0	[]	0.800409212556	0.656808417981	0.594443816092	0.563423744736	0.52090828925	0.454889020619	0.520704503012	0.563250561063	0.594311949928	0.656729862194	0.800435291069	[]
6	1	[]	0.727274541763	0.629163106365	0.595241927994	0.571741029171	0.529737005495	0.38604513888	0.529872861174	0.571699386265	0.595104472249	0.62898884598	0.727111085487	[]
7	0	[]	[]	0.634351096881	0.590808300978	0.562442794689	0.523117643492	0.471929491553	0.524270800202	0.562700185516	0.590819827547	0.634293356607	[]	[]
7	1	[]	[]	0.652175455331	0.601017902404	0.575701314071	0.540101002766	0.506745029634	0.541416847866	0.575890367806	0.600926894574	0.651985634078	[]	[]
8	0	[]	[]	[]	0.59072728687	0.561562154886	0.528614746739	0.515777077192	0.531095873361	0.562237312267	0.590895454186	[]	[]	[]
8	1	[]	[]	[]	0.628283111704	0.585218079992	0.554945805773	0.566654696975	0.557237900382	0.585618449591	0.628187061608	[]	[]	[]
9	0	[]	[]	[]	[]	0.562964477693	0.535038251725	0.549573426575	0.538674640223	0.56407088476	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.615567911786	0.573905242096	0.600349307075	0.576874094422	0.61603349049	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.543458344955	0.570904016794	0.5481507608	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.61178222601	0.625910475985	0.614909238417	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.586927266487	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	0.666196692668	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
