c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.702169695767	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	0.66797456264	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.69252050237	0.625349973363	0.642583717208	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.63830988573	0.614703433751	0.647043692966	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.688806367662	0.61465416358	0.576921675678	0.590901190092	0.633724864611	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.631901132607	0.597092758879	0.589744793841	0.60521922165	0.64278737241	[]	[]	[]	[]
4	0	[]	[]	[]	0.686758708837	0.609211776832	0.565924383665	0.551328867237	0.562399555385	0.584253741545	0.631140346559	[]	[]	[]
4	1	[]	[]	[]	0.628236731646	0.58885930789	0.571943721282	0.568974816484	0.579849953858	0.600418790577	0.641199586349	[]	[]	[]
5	0	[]	[]	0.687903785197	0.607605872767	0.555052555794	0.52360303871	0.504997421951	0.523210476133	0.551969988671	0.582484362477	0.632895303996	[]	[]
5	1	[]	[]	0.628862715122	0.583460704502	0.552621753256	0.526665211008	0.525598919225	0.548466030713	0.573373195496	0.600153691157	0.642968481834	[]	[]
6	0	[]	0.692139915682	0.613940743695	0.563091011994	0.525513933608	0.445044277829	0.230028178175	0.468953655477	0.532593251029	0.561444351311	0.589259093115	0.63748546479	[]
6	1	[]	0.634455551339	0.592133185993	0.56443533967	0.526686310703	0.290362225276	0.292062604458	0.521281232697	0.557981015996	0.581340631261	0.605724857897	0.64672630311	[]
7	0	[]	[]	0.687403214022	0.606886100853	0.55416826375	0.522193431437	0.503248891422	0.522449393768	0.552143315512	0.583100848211	0.633557858428	[]	[]
7	1	[]	[]	0.628283875395	0.582892177071	0.552069027198	0.525730524758	0.52399572742	0.548096364846	0.573815836023	0.600764095891	0.643456708062	[]	[]
8	0	[]	[]	[]	0.686128702654	0.60854762386	0.565346230587	0.550862169215	0.562321251538	0.584578370713	0.631691765276	[]	[]	[]
8	1	[]	[]	[]	0.627698609148	0.588427707442	0.571676267368	0.568720382921	0.579992745075	0.600866547901	0.641726344349	[]	[]	[]
9	0	[]	[]	[]	[]	0.688453044782	0.614358346025	0.576745386217	0.590920451977	0.633926045051	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.631591283433	0.596905757322	0.589622968809	0.605293746049	0.642984048661	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.692430587416	0.625286931881	0.642578630174	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.638133300901	0.614563325291	0.64696836786	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.702213109091	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	0.667814308495	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
