a\c	mol	0	1	2
0	0	[]	0.404775274032	[]
0	1	[]	0.911528276217	[]
1	0	0.740720611991	0.0	0.733362579268
1	1	0.687318875498	0.371035406736	0.747059360663
2	0	[]	0.816541612425	[]
2	1	[]	0.134976702096	[]
