[[-0.08280307 -0.02983423 -0.5150926 ]]
[[ 0.06433014  0.2722532  -0.57381972]]
[[ 0.02228797 -0.08893102 -0.52921868]]
[[ 0.19435516  0.1244943  -0.47324684]]
[[ 0.0140591   0.01603697 -0.16161458]]
[[ 0.04113793  0.05839192 -0.12304884]]
[[ 0.02820788  0.02256265 -0.69471084]]
[[ 0.16455172  0.23356767 -0.49219541]]
[[-1.5497291  -2.20058717  1.13563127]]
[[ -1.24300165e-10   5.74337153e-09   1.37734418e-08]]
[[ 0.02208743  0.12014482 -0.56288052]]
[[ 0.09349205  0.23294548 -0.35122651]]
[[ 0.09124085  0.04718206 -0.43653511]]
[[ 0.13420334  0.1201656  -0.25318421]]
