[[-0.03069442  0.05702963 -0.63773237]]
[[ 0.09997248  0.28699221 -0.49989481]]
[[ 0.07385596 -0.00994349 -0.54249892]]
[[ 0.1747699   0.13667643 -0.36438605]]
[[ 0.0181941   0.02255598 -0.13969787]]
[[ 0.03735076  0.05274476 -0.10088957]]
[[ 0.07277642  0.09022395 -0.55879157]]
[[ 0.1300169   0.18286628 -0.32181114]]
[[ -8.48119811e-09  -2.01456935e-08   4.98908179e-08]]
[[ 1.39896213  1.90370746 -0.91378612]]
[[ 0.04936246  0.12841343 -0.39529246]]
[[ 0.07513592  0.16581585 -0.22355182]]
[[ 0.08234186  0.06512766 -0.29277651]]
[[ 0.09527137  0.09168287 -0.16283631]]
