b\a	mol	0	1	2	3	4
0	0	[]	[]	2.66832087407	[]	[]
0	1	[]	[]	2.98916017426	[]	[]
0	2	[]	[]	3.33672834038	[]	[]
0	3	[]	[]	3.39440470691	[]	[]
1	0	[]	3.01964799638	0.573866684751	3.01936588071	[]
1	1	[]	6.0123516122	3.46564555425	5.59550435351	[]
1	2	[]	3.10160419432	1.12881591599	3.25811089162	[]
1	3	[]	6.42652226048	3.31464607873	5.69168993058	[]
2	0	5.13086772372	2.63401663369	0.0	2.4545413335	5.09518077706
2	1	3.98599361189	4.16902921857	3.25593296445	3.8966319668	4.00971054771
2	2	4.08851211206	3.95592322822	1.24743995725	3.57463662874	4.07969324793
2	3	4.86732458373	3.07652614808	2.46559900284	2.60913045177	4.79497843016
3	0	[]	6.88687141362	1.89549777099	6.4127788032	[]
3	1	[]	3.3730814775	4.6806011393	3.45624736062	[]
3	2	[]	5.98104969115	3.36759511593	5.29862996257	[]
3	3	[]	3.33130238001	3.09936082658	3.3030362502	[]
4	0	[]	[]	4.08514947556	[]	[]
4	1	[]	[]	6.03786154142	[]	[]
4	2	[]	[]	3.98838891249	[]	[]
4	3	[]	[]	4.3261406523	[]	[]
