c\b	mol	0	1	2	3	4
0	0	[]	[]	5.69066890997	[]	[]
0	1	[]	[]	2.57968041823	[]	[]
0	2	[]	[]	4.16832534817	[]	[]
0	3	[]	[]	-2.44116487438	[]	[]
1	0	[]	0.574897339301	3.21247770682	7.06333879407	[]
1	1	[]	4.94995408694	4.23452472132	4.75087866325	[]
1	2	[]	4.13784254414	0.0678440013096	-0.453903662016	[]
1	3	[]	1.78066989891	3.09714303905	2.82272103332	[]
2	0	2.66832087407	0.573866684751	0.0	1.89549777099	4.08514947556
2	1	2.98916017426	3.46564555425	3.25593296445	4.6806011393	6.03786154142
2	2	3.33672834038	1.12881591599	1.24743995725	3.36759511593	3.98838891249
2	3	3.39440470691	3.31464607873	2.46559900284	3.09936082658	4.3261406523
3	0	[]	3.52231061966	0.230794913431	-0.0758569061631	[]
3	1	[]	1.55690628575	2.81705391335	3.19440605975	[]
3	2	[]	1.60964550641	3.31121144345	3.1645293855	[]
3	3	[]	1.20782526875	1.96001487872	4.50925685187	[]
4	0	[]	[]	5.16066868488	[]	[]
4	1	[]	[]	1.48239659275	[]	[]
4	2	[]	[]	2.32187406504	[]	[]
4	3	[]	[]	2.28260129707	[]	[]
