a\c	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	13.9827469209	[]	[]
1	1	[]	[]	12.3236438017	[]	[]
2	0	[]	13.8963038344	12.8719414012	13.8521948021	[]
2	1	[]	13.9391512235	13.6954216277	13.9775762124	[]
3	0	[]	[]	13.8095672293	[]	[]
3	1	[]	[]	13.9584601692	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
