c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	14.4329838412	[]	[]
1	1	[]	[]	14.1921619765	[]	[]
2	0	[]	13.9827469209	7.3314655655	14.5358945854	[]
2	1	[]	12.3236438017	4.6970950674	14.59996441	[]
3	0	[]	[]	14.6650864723	[]	[]
3	1	[]	[]	14.3162672387	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
