b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.43698119191	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.32668599274	[]	[]	[]	[]
1	2	[]	[]	[]	[]	2.10763252369	[]	[]	[]	[]
1	3	[]	[]	[]	[]	1.6062495108	[]	[]	[]	[]
2	0	[]	[]	[]	1.53174446375	1.23304563732	1.51642333706	[]	[]	[]
2	1	[]	[]	[]	12.6078624507	1.26896074314	17.1566611182	[]	[]	[]
2	2	[]	[]	[]	1.88334332745	2.78537920356	1.97607498654	[]	[]	[]
2	3	[]	[]	[]	-0.25367054013	1.58557665414	-0.00399966416477	[]	[]	[]
3	0	[]	[]	0.767721783895	5.35294092818	0.681430386244	6.76402216845	0.761731635889	[]	[]
3	1	[]	[]	-0.370534794806	7.43117541915	0.883274043091	9.79997772033	-0.38295354829	[]	[]
3	2	[]	[]	1.61884229955	-0.120246880932	1.6070238531	0.174628544664	1.60480815476	[]	[]
3	3	[]	[]	0.278450697546	1.0217798596	1.13131218736	1.1254137944	0.114032802564	[]	[]
4	0	[]	1.01916662308	0.960082203844	5.8927107753	0.506398328074	7.4809810013	0.952811045646	1.01470794638	[]
4	1	[]	2.71635647152	0.0745326807184	6.27149301678	0.381079267956	8.31761918048	0.0643334943769	2.69408060452	[]
4	2	[]	2.78760602647	-0.473845525827	0.636817209615	2.30301864423	0.848481317866	-0.889346765051	2.79485659238	[]
4	3	[]	0.951665297786	1.17037680342	0.908322436875	1.02269396893	1.02700636721	1.18207759141	0.955680047921	[]
5	0	[]	[]	0.447530901009	1.82765815802	0.989149347471	1.99350790873	0.440456802394	[]	[]
5	1	[]	[]	2.31608085717	4.86583815578	0.930799093624	6.40890474623	2.31631741049	[]	[]
5	2	[]	[]	0.691350255414	1.10141686074	1.84882091654	1.21912125638	0.582702938776	[]	[]
5	3	[]	[]	1.33219642366	1.17904897232	0.906228939986	1.24884839063	1.33866442943	[]	[]
6	0	[]	[]	[]	4.25123945452	1.00962607073	5.52742896223	[]	[]	[]
6	1	[]	[]	[]	2.17562815434	0.774932274772	2.15973703837	[]	[]	[]
6	2	[]	[]	[]	1.39212776572	1.60479318571	1.45801896644	[]	[]	[]
6	3	[]	[]	[]	0.921171113386	1.53560966218	0.877113009564	[]	[]	[]
7	0	[]	[]	[]	[]	0.868451034906	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.23115776042	[]	[]	[]	[]
7	2	[]	[]	[]	[]	2.2135191813	[]	[]	[]	[]
7	3	[]	[]	[]	[]	2.69617072039	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
