c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	-0.766280267517	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.0940312567	[]	[]	[]	[]
2	2	[]	[]	[]	[]	2.34576200317	[]	[]	[]	[]
2	3	[]	[]	[]	[]	0.473458338532	[]	[]	[]	[]
3	0	[]	[]	[]	0.767721783895	0.960082203844	0.447530901009	[]	[]	[]
3	1	[]	[]	[]	-0.370534794806	0.0745326807184	2.31608085717	[]	[]	[]
3	2	[]	[]	[]	1.61884229955	-0.473845525827	0.691350255414	[]	[]	[]
3	3	[]	[]	[]	0.278450697546	1.17037680342	1.33219642366	[]	[]	[]
4	0	[]	[]	1.82384016148	2.46100185523	2.08936166609	1.26315069173	1.30993124027	[]	[]
4	1	[]	[]	1.84807641591	1.79808462634	1.21139243382	1.31556925045	2.2628534887	[]	[]
4	2	[]	[]	1.18610611488	1.2399239221	1.4474544955	1.74173103257	1.69674838565	[]	[]
4	3	[]	[]	0.87650983973	-0.781927330712	0.798577867589	-0.597528168305	0.787538191021	[]	[]
5	0	[]	[]	[]	1.9668947497	1.98998859178	1.78284882866	[]	[]	[]
5	1	[]	[]	[]	1.39618868901	1.05406908251	1.17537135928	[]	[]	[]
5	2	[]	[]	[]	1.02244336726	0.911990513532	1.20826029804	[]	[]	[]
5	3	[]	[]	[]	2.24886272783	2.31005853872	1.95580483512	[]	[]	[]
6	0	[]	[]	[]	[]	1.97520179436	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.58353419388	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.53957612396	[]	[]	[]	[]
6	3	[]	[]	[]	[]	2.06308574597	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
