a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.82384016148	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.84807641591	[]	[]	[]	[]
2	2	[]	[]	[]	[]	1.18610611488	[]	[]	[]	[]
2	3	[]	[]	[]	[]	0.87650983973	[]	[]	[]	[]
3	0	[]	[]	[]	1.53174446375	9.61439119375	2.89086550004	[]	[]	[]
3	1	[]	[]	[]	12.6078624507	2.05939913789	1.96680738275	[]	[]	[]
3	2	[]	[]	[]	1.88334332745	0.683148590342	0.788306659451	[]	[]	[]
3	3	[]	[]	[]	-0.25367054013	0.0653866127065	1.09854036722	[]	[]	[]
4	0	[]	[]	1.33480574692	1.23304563732	2.59923866441	2.45026514377	1.90217195345	[]	[]
4	1	[]	[]	2.43042602837	1.26896074314	0.955765450582	0.826022145585	1.65208904509	[]	[]
4	2	[]	[]	2.61886078693	2.78537920356	1.32641754548	1.64649394731	1.73540238639	[]	[]
4	3	[]	[]	4.54278390972	1.58557665414	1.90773777659	2.30835663434	4.59789730657	[]	[]
5	0	[]	[]	[]	1.51642333706	13.7091680024	3.70102835269	[]	[]	[]
5	1	[]	[]	[]	17.1566611182	2.22130782059	2.30431686744	[]	[]	[]
5	2	[]	[]	[]	1.97607498654	0.874071382285	0.914964565318	[]	[]	[]
5	3	[]	[]	[]	-0.00399966416477	-0.02596755872	1.32170936931	[]	[]	[]
6	0	[]	[]	[]	[]	1.75100474436	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.82656619965	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.08432957287	[]	[]	[]	[]
6	3	[]	[]	[]	[]	0.630360354997	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
