a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.30993124027	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.2628534887	[]	[]	[]	[]
2	2	[]	[]	[]	[]	1.69674838565	[]	[]	[]	[]
2	3	[]	[]	[]	[]	0.787538191021	[]	[]	[]	[]
3	0	[]	[]	[]	4.25123945452	1.12886646775	1.48735402893	[]	[]	[]
3	1	[]	[]	[]	2.17562815434	1.49415074282	1.03580726083	[]	[]	[]
3	2	[]	[]	[]	1.39212776572	0.784491152121	1.5537557092	[]	[]	[]
3	3	[]	[]	[]	0.921171113386	-3.30001787529	1.96840477363	[]	[]	[]
4	0	[]	[]	1.44946169679	1.00962607073	0.721492338989	0.289951715038	1.41415412391	[]	[]
4	1	[]	[]	2.2807748267	0.774932274772	0.628092376671	-0.0875497459499	-0.337476633752	[]	[]
4	2	[]	[]	1.61292635908	1.60479318571	1.73868309847	1.53722596742	3.34885848479	[]	[]
4	3	[]	[]	2.75067626541	1.53560966218	4.61104800147	6.62094498419	2.91034678607	[]	[]
5	0	[]	[]	[]	5.52742896223	1.12726686833	1.45215135072	[]	[]	[]
5	1	[]	[]	[]	2.15973703837	1.67349742527	1.13563630754	[]	[]	[]
5	2	[]	[]	[]	1.45801896644	0.718709636217	1.57633020145	[]	[]	[]
5	3	[]	[]	[]	0.877113009564	-3.37010141382	2.00292709635	[]	[]	[]
6	0	[]	[]	[]	[]	1.29369560645	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.23310765307	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.59035470007	[]	[]	[]	[]
6	3	[]	[]	[]	[]	0.412022978088	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
