a\c	mol	0	1	2	3	4
0	0	[]	[]	0.630895636886	[]	[]
0	1	[]	[]	0.565510926463	[]	[]
0	2	[]	[]	0.623141366489	[]	[]
0	3	[]	[]	0.634774790514	[]	[]
1	0	[]	0.630849378311	0.630811682807	0.630852193711	[]
1	1	[]	0.565520288748	0.565472999278	0.565504775515	[]
1	2	[]	0.623150794832	0.623090605259	0.623107945038	[]
1	3	[]	0.634734183064	0.634682047337	0.634713016583	[]
2	0	0.630872109631	0.630683526788	0.0	0.630685929371	0.630881015286
2	1	0.567046307155	0.57158112966	0.620105819685	0.558974803717	0.563904495804
2	2	0.624372798573	0.626733315597	0.601021503814	0.617430180695	0.621631118023
2	3	0.634780859571	0.63470753636	0.632100430912	0.634889012284	0.634827309197
3	0	[]	0.630848399719	0.630812448207	0.630856209509	[]
3	1	[]	0.565388786868	0.565340559915	0.565379264381	[]
3	2	[]	0.623066479667	0.623012158536	0.62303742024	[]
3	3	[]	0.634745810115	0.634697393967	0.634729660673	[]
4	0	[]	[]	0.630896337594	[]	[]
4	1	[]	[]	0.565478216365	[]	[]
4	2	[]	[]	0.623121303506	[]	[]
4	3	[]	[]	0.634778157554	[]	[]
