c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	0.630849378311	[]	[]
1	1	[]	[]	0.565520288748	[]	[]
1	2	[]	[]	0.623150794832	[]	[]
1	3	[]	[]	0.634734183064	[]	[]
2	0	[]	0.630880167816	0.630811682807	0.630878132367	[]
2	1	[]	0.565531438428	0.565472999278	0.565551622223	[]
2	2	[]	0.623154636188	0.623090605259	0.623158002266	[]
2	3	[]	0.634740166601	0.634682047337	0.634766814441	[]
3	0	[]	[]	0.630852193711	[]	[]
3	1	[]	[]	0.565504775515	[]	[]
3	2	[]	[]	0.623107945038	[]	[]
3	3	[]	[]	0.634713016583	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
