c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	1.01249512481	[]	[]
1	1	[]	[]	1.25192775095	[]	[]
2	0	[]	1.03493429772	1.14709757477	1.41902821224	[]
2	1	[]	1.39916014812	1.30212828483	1.06711257373	[]
3	0	[]	[]	1.1001590384	[]	[]
3	1	[]	[]	1.35613947622	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
