time	mols_cen	mols_sur	mols_outer	insize	outsize	energyev	Uqq	Uqd	Udd	Totdip_x	Totdip_y	Totdip_z
Fri, 18 Apr 2014 11:14:45 +0000	['protontest.xyz', 'TEST_neutron_pos100.xyz']	['TEST_neutron_pos000.xyz', 'TEST_neutron_pos100.xyz']	N/A	['TEST_neutron_pos000.xyz', 'TEST_neutron_pos100.xyz']	2	0	[[-50.47526576]]	0.0	[[-100.95053152]]	[[ 50.47526576]]	0.228059176692	3.65106979262e-16	-2.01521632582e-16
