Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	energyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 09 08:51:26	PENCEN_cat_neut	PENCEN_cation_aniso_w_connectivity_cifstruct_chelpg.xyz	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	1	1	1	1	b	[[-8.55451314]]	[[ 1.39413298]]	[[-4.49139329]]	-5.03429203844	[[ 2.94276314]]	
