Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	Molincell	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 08 12:03:42	TIPS_cation_neut_MUL	TIPS_Pc_cation_aniso_w_connectivity_cifstruct_mul.xyz	TIPS_Pc_neut_aniso_w_connectivity_cifstruct_mul.xyz	0	0	0	0	a	[[ 0.]]	[[ 0.]]	[[ 0.]]	0.0	[[ 0.]]	
