Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 10 14:29:59	Protontest_anion_neut_diamond	protontest.xyz	neutrontest.xyz	3	3	0	0	0	[[-0.00293749]]	[[ 0.00592217]]	[[-0.00587498]]	0.299988355966	[[ 0.00293749]]	
