Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 10 14:23:49	Protontest_anion_neut_diamond	protontest.xyz	protontest.xyz	1	1	0	0	0	[[ 28.7613043]]	[[ 0.]]	[[-0.02217075]]	28.7723896747	[[ 0.01108538]]	
