Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 10 13:17:47	Sexithiophene_cat_neut	sexithiophene_mola_cation_aniso_cifstruct_chelpg.xyz	sexithiophene_mola_neut_aniso_cifstruct_chelpg.xyz	0	0	0	0	3	[[-0.43306294]]	[[ 0.17279077]]	[[-0.6553245]]	0.0685553797183	[[ 0.32766225]]	
