Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	energyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 08 12:03:24	PENCEN_cat_neut	PENCEN_cation_aniso_w_connectivity_cifstruct_chelpg.xyz	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	0	0	0	0	b	[[-0.42415342]]	[[ 0.54324122]]	[[ 0.09077867]]	0.964604299046	[[ 0.22623128]]	
