Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	Molincell	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 09 11:02:33	TIPS_cation_neut_MUL	TIPS_Pc_cation_aniso_w_connectivity_cifstruct_mul.xyz	TIPS_Pc_neut_aniso_w_connectivity_cifstruct_mul.xyz	1	1	1	0	a	[[-31.22385169]]	[[ 1.06388059]]	[[-45.82435675]]	-7.628580015	[[ 22.91217837]]	
