Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 14 13:53:29	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	0	0	0	0	1	[[-0.05658489]]	[[ 0.40490049]]	[[-0.37901924]]	1.16841541432	[[ 0.18950962]]	
