
2014 Jan 23 16:41:14	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	1	[[-0.94397415]]	[[ 0.6479933]]	[[-1.56054596]]	0.562202035247	[[ 1.10426963]]
2014 Jan 23 16:41:41	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-1.81666651]]	[[ 0.]]	[[-1.83726916]]	-0.898031930931	[[ 0.91863458]]
2014 Jan 23 16:41:54	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	1	[[-0.45215246]]	[[ 1.13981499]]	[[-1.06872428]]	-0.0669542398055	[[ 1.10426963]]
2014 Jan 23 16:42:06	Pc_neut_neut_diamond	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	1	[[-1.12977475]]	[[ 0.]]	[[-0.79649791]]	-0.731525790289	[[ 0.39824896]]
2014 Jan 23 16:42:29	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	0	[[-0.30481883]]	[[ 1.28714862]]	[[-0.92139065]]	-0.0082355012227	[[ 1.10426963]]
2014 Jan 23 16:43:03	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	1	[[-1.17745554]]	[[ 0.63921098]]	[[-1.19805818]]	0.171819507279	[[ 0.91863458]]
2014 Jan 23 16:43:09	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-1.59196745]]	[[ 0.]]	[[-2.20853927]]	-0.487697816424	[[ 1.10426963]]
2014 Jan 23 16:43:12	Pc_neut_neut_diamond	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[-1.12977475]]	[[ 0.]]	[[-0.79649791]]	-0.731525790289	[[ 0.39824896]]
2014 Jan 23 16:43:43	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	1	[[-0.28335716]]	[[ 1.30861029]]	[[-0.89992897]]	-0.233828942133	[[ 1.10426963]]
2014 Jan 23 16:44:18	Pc_neut_neut_diamond	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	1	[[-1.12977475]]	[[ 0.]]	[[-0.79649791]]	-0.731525790289	[[ 0.39824896]]
2014 Jan 23 16:44:24	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	1	[[-0.94397415]]	[[ 0.6479933]]	[[-1.56054596]]	0.562202035247	[[ 1.10426963]]
2014 Jan 23 16:44:30	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	0	[[-0.82195554]]	[[ 0.99471097]]	[[-0.84255819]]	-0.333069018443	[[ 0.91863458]]
2014 Jan 23 16:44:57	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[-0.74369082]]	[[ 0.84827663]]	[[-1.36026264]]	0.451655584014	[[ 1.10426963]]
2014 Jan 23 16:45:24	Pc_neut_neut_diamond	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	0	[[-1.12977475]]	[[ 0.]]	[[-0.79649791]]	-0.731525790289	[[ 0.39824896]]
2014 Jan 23 16:45:39	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	0	[[-0.30481883]]	[[ 1.28714862]]	[[-0.92139065]]	-0.0082355012227	[[ 1.10426963]]
2014 Jan 23 16:45:52	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	1	[[-0.53712825]]	[[ 1.27953826]]	[[-0.5577309]]	-0.350228757195	[[ 0.91863458]]
2014 Jan 23 16:46:12	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	1	[[-0.96902054]]	[[ 0.62294691]]	[[-1.58559236]]	0.439766510621	[[ 1.10426963]]
2014 Jan 23 16:46:30	Pc_neut_neut_diamond	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	1	[[-1.12977475]]	[[ 0.]]	[[-0.79649791]]	-0.731525790289	[[ 0.39824896]]
2014 Jan 23 16:46:54	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	1	[[-0.28335716]]	[[ 1.30861029]]	[[-0.89992897]]	-0.233828942133	[[ 1.10426963]]
2014 Jan 23 16:47:14	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[-1.14593383]]	[[ 0.67073268]]	[[-1.16653648]]	0.0733134341183	[[ 0.91863458]]
2014 Jan 23 16:47:27	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	0	[[-0.46049569]]	[[ 1.13147176]]	[[-1.07706751]]	0.298976721565	[[ 1.10426963]]
2014 Jan 23 16:48:09	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[-0.74369082]]	[[ 0.84827663]]	[[-1.36026264]]	0.451655584014	[[ 1.10426963]]
2014 Jan 23 16:48:35	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	1	[[-1.13383041]]	[[ 0.6828361]]	[[-1.15443306]]	0.207352697768	[[ 0.91863458]]
2014 Jan 23 16:48:41	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	1	[[-0.96389734]]	[[ 0.62807011]]	[[-1.58046916]]	0.555248799139	[[ 1.10426963]]
2014 Jan 23 16:49:24	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	1	[[-0.96902054]]	[[ 0.62294691]]	[[-1.58559236]]	0.439766510621	[[ 1.10426963]]
2014 Jan 23 16:49:57	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	0	[[-0.98144218]]	[[ 0.83522433]]	[[-1.00204483]]	-0.195152673199	[[ 0.91863458]]
2014 Jan 23 16:50:39	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	0	[[-0.46049569]]	[[ 1.13147176]]	[[-1.07706751]]	0.298976721565	[[ 1.10426963]]
2014 Jan 23 16:51:19	Pc_cation_neut_diamond	Pc_mola_cation_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	1	[[-1.13340447]]	[[ 0.68326204]]	[[-1.15400712]]	0.171168844762	[[ 0.91863458]]
2014 Jan 23 16:51:54	Pc_anion_neut_diamond	Pc_mola_anion_aniso_cifstruct_chelpg.xyz	Pc_mola_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	1	[[-0.96389734]]	[[ 0.62807011]]	[[-1.58046916]]	0.555248799139	[[ 1.10426963]]
2014 Jan 23 17:07:26	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	0	[[ 0.33052875]]	[[ 1.03670939]]	[[-1.40096945]]	1.45437511053	[[ 1.21883942]]
2014 Jan 23 17:08:14	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	0	[[-0.19093621]]	[[ 0.76292918]]	[[-0.77038263]]	0.875812911634	[[ 0.7666559]]
2014 Jan 23 17:11:27	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	1	[[ 0.11691566]]	[[ 0.82309629]]	[[-1.61458255]]	1.55965986028	[[ 1.21883942]]
2014 Jan 23 17:12:16	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	1	[[-0.20763447]]	[[ 0.74623092]]	[[-0.78708089]]	0.94977429534	[[ 0.7666559]]
2014 Jan 23 17:15:29	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	0	[[ 0.57678029]]	[[ 1.28296093]]	[[-1.15471792]]	1.20507198226	[[ 1.21883942]]
2014 Jan 23 17:16:18	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	0	[[-0.03886019]]	[[ 0.91500519]]	[[-0.61830661]]	0.645991121565	[[ 0.7666559]]
2014 Jan 23 17:17:28	C8_BTBT_neut_neut_diamond	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	0	[[-0.18398717]]	[[ 0.]]	[[-0.68270436]]	0.157365013539	[[ 0.34135218]]
2014 Jan 23 17:19:30	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	1	[[ 0.13973172]]	[[ 0.84591235]]	[[-1.59176649]]	1.55299106175	[[ 1.21883942]]
2014 Jan 23 17:20:00	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	0	[[ 0.43631084]]	[[ 1.11920823]]	[[-0.8637736]]	1.11582877526	[[ 0.99149091]]
2014 Jan 23 17:20:20	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	1	[[-0.22260842]]	[[ 0.73125696]]	[[-0.80205485]]	0.952781851871	[[ 0.7666559]]
2014 Jan 23 17:21:50	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	0	[[ 0.51684255]]	[[ 1.19973994]]	[[-0.78324189]]	0.977783977337	[[ 0.99149091]]
2014 Jan 23 17:22:39	C8_BTBT_neut_neut_diamond	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	1	[[-0.18398717]]	[[ 0.]]	[[-0.68270436]]	0.157365013539	[[ 0.34135218]]
2014 Jan 23 17:23:31	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	0	[[ 0.8256668]]	[[ 1.53184743]]	[[-0.90583141]]	0.649023327499	[[ 1.21883942]]
2014 Jan 23 17:23:40	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	0	[[ 0.70734147]]	[[ 1.39023886]]	[[-0.59274297]]	0.586993252214	[[ 0.99149091]]
2014 Jan 23 17:24:22	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	0	[[ 0.12847791]]	[[ 1.0823433]]	[[-0.45096851]]	0.188329693189	[[ 0.7666559]]
2014 Jan 23 17:25:29	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-0.68289739]]	[[ 0.]]	[[-1.98298183]]	0.308593525138	[[ 0.99149091]]
2014 Jan 23 17:26:35	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	-1	0	0	0	[[ 0.07224465]]	[[ 0.82681355]]	[[-0.10237699]]	0.677457553522	[[ 0.46459527]]
2014 Jan 23 17:27:19	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	0	[[ 0.70728384]]	[[ 1.39018122]]	[[-0.5928006]]	0.587010039703	[[ 0.99149091]]
2014 Jan 23 17:27:33	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	1	[[ 0.77687741]]	[[ 1.48305804]]	[[-0.9546208]]	0.595914267513	[[ 1.21883942]]
2014 Jan 23 17:27:50	C8_BTBT_neut_neut_diamond	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	0	[[-0.18398717]]	[[ 0.]]	[[-0.68270436]]	0.157365013539	[[ 0.34135218]]
2014 Jan 23 17:28:24	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	1	[[ 0.19345144]]	[[ 1.14731682]]	[[-0.38599499]]	0.230646892901	[[ 0.7666559]]
2014 Jan 23 17:28:39	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	0	[[ 0.08448341]]	[[ 0.83905231]]	[[-0.09013824]]	0.531730174252	[[ 0.46459527]]
2014 Jan 23 17:29:09	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[ 0.51703267]]	[[ 1.19993006]]	[[-0.78305177]]	0.977643311849	[[ 0.99149091]]
2014 Jan 23 17:30:43	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	0	[[ 0.14099573]]	[[ 0.89556463]]	[[-0.03362592]]	0.288806443076	[[ 0.46459527]]
2014 Jan 23 17:30:58	TIPS_Pc_anion_neut	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	1	0	0	0	[[ 0.43640599]]	[[ 1.11930338]]	[[-0.86367845]]	1.11582824677	[[ 0.99149091]]
2014 Jan 23 17:31:34	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-0.70618063]]	[[ 0.]]	[[-2.43767884]]	0.512658786951	[[ 1.21883942]]
2014 Jan 23 17:32:26	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-0.95386539]]	[[ 0.]]	[[-1.53331181]]	-0.187209483522	[[ 0.7666559]]
2014 Jan 23 17:32:47	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	0	[[-0.7545689]]	[[ 0.]]	[[-0.92919055]]	-0.289973627803	[[ 0.46459527]]
2014 Jan 23 17:33:00	C8_BTBT_neut_neut_diamond	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	-1	0	1	[[-0.18398717]]	[[ 0.]]	[[-0.68270436]]	0.157365013539	[[ 0.34135218]]
2014 Jan 23 17:34:51	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	0	1	0	[[ 0.14107255]]	[[ 0.89564145]]	[[-0.03354909]]	0.288790649484	[[ 0.46459527]]
2014 Jan 23 17:35:35	C8_BTBT_anion_neut_diamond	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	1	[[ 0.05546842]]	[[ 0.76164906]]	[[-1.67602979]]	1.63322436939	[[ 1.21883942]]
2014 Jan 23 17:36:27	C8_BTBT_cation_neut_diamond	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	0	1	[[-0.17227515]]	[[ 0.78159024]]	[[-0.75172157]]	0.878928664175	[[ 0.7666559]]
2014 Jan 23 17:36:55	TIPS_Pc_cation_neut	TIPS_Pc_cation_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	1	0	1	0	0	[[ 0.08465444]]	[[ 0.83922334]]	[[-0.08996721]]	0.531858913588	[[ 0.46459527]]
2014 Jan 23 17:38:11	C8_BTBT_neut_neut_diamond	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	1	0	0	-1	0	[[-0.18398717]]	[[ 0.]]	[[-0.68270436]]	0.157365013539	[[ 0.34135218]]
