Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 14 13:38:43	C8_BTBT_cation_neut	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	0	0	0	0	1	[[-0.30512407]]	[[ 0.51129374]]	[[-0.38524099]]	1.03773735616	[[ 0.1926205]]	
