Crystal Struct	Centre	Surroundings	Size	Energy	Uqq	Uqd	Udd	Dipole Moment
TIPS-Pc	TIPS_Pc_from_cif_rm_extrachains___TIPS_Pc_cation_cifcoords_HF_6_31PLUSgSTAR_cifstruct_mul.xyz	TIPS_Pc_from_cif_rm_extrachains___TIPS_Pc_neutral_cifcoords_HF_6_31PLUSgSTAR_cifstruct_mul	1	[[ 410.34702754]]	7.69950506963	[[ 805.29504495]]	[[-402.64752247]]	[[ 4.10032961 -4.00491711  2.97336805]]
