Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	Molincell	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 09 10:44:15	TIPS_neut_neut_MUL	TIPS_Pc_neut_aniso_w_connectivity_cifstruct_mul.xyz	TIPS_Pc_neut_aniso_w_connectivity_cifstruct_mul.xyz	1	1	-1	0	a	[[-30.19238985]]	[[ 0.]]	[[-43.62687391]]	-8.37895289677	[[ 21.81343696]]	
