Date	name	centrea	surroundingsa	size	pos_a	pos_b	pos_c	NewEnergyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 10 14:25:27	Protontest_anion_neut_diamond	protontest.xyz	protontest.xyz	2	2	0	0	0	[[ 304.10543025]]	[[ 0.]]	[[-0.28681422]]	304.248837361	[[ 0.14340711]]	
