Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	energyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 08 12:03:24	PENCEN_neut_neut	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	0	0	0	0	b	[[-0.06055817]]	[[ 0.]]	[[-0.05737882]]	-0.0318687641872	[[ 0.02868941]]	
