Date	name	centre	surroundings	size	pos_a	pos_b	pos_c	energyev	reorgeV	Uqd	Uqq	Udd
2014 Jan 09 09:04:26	PENCEN_neut_neut	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	1	1	1	1	b	[[-7.55724163]]	[[ 0.]]	[[-4.31748101]]	-5.39850112965	[[ 2.1587405]]	
