b\a	mol	0	1	2	3	4
0	0	[]	[]	13.9846652658	[]	[]
0	1	[]	[]	13.9270013763	[]	[]
1	0	[]	13.9827469209	12.8719414012	13.8095672293	[]
1	1	[]	12.3236438017	13.6954216277	13.9584601692	[]
2	0	17.5160630947	7.3314655655	0.0	4.15582763573	15.1110811327
2	1	15.909143003	4.6970950674	1.12783485318	8.75332335042	17.7261914491
3	0	[]	14.5358945854	14.2652886872	13.3045822381	[]
3	1	[]	14.59996441	13.6403282012	13.9885962912	[]
4	0	[]	[]	13.9936918795	[]	[]
4	1	[]	[]	14.2888025452	[]	[]
