b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	13.8521948021	[]	[]
1	1	[]	[]	13.9775762124	[]	[]
2	0	[]	14.6650864723	13.5042198712	14.0888955184	[]
2	1	[]	14.3162672387	13.5271394936	14.4539636881	[]
3	0	[]	[]	14.0117516748	[]	[]
3	1	[]	[]	14.0308976665	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
