c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	0.728057428535	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.557997386173	0.622118766185	0.684292971012	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.402321092783	0.462187864605	0.534615158612	0.598129806201	0.664188804977	[]	[]	[]	[]
6	0	[]	[]	[]	0.794052307757	0.761981671344	0.729488775314	0.663236993346	0.594190722715	0.624909028118	0.668717066321	[]	[]	[]
7	0	[]	[]	[]	[]	0.388087454329	0.41835813797	0.497402552407	0.577236904457	0.657000958789	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.532388393024	0.600349219126	0.670172265083	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	0.721206391319	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
