c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.835296934345	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.741517310998	0.741566235258	0.777233285008	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.687604049191	0.682878398399	0.690470352237	0.706527187546	0.745469446977	[]	[]	[]	[]
4	0	[]	[]	[]	0.608625932241	0.593738005127	0.611695213585	0.639816460658	0.65415216573	0.668122857004	0.708401792036	[]	[]	[]
5	0	[]	[]	0.510622805905	0.477834416076	0.489368550642	0.522762595498	0.551725254891	0.575766725781	0.598950094239	0.625405878666	0.678108102232	[]	[]
6	0	[]	0.755820529687	0.755999702737	0.722489765846	0.630165729332	0.482997115268	0.261788384287	0.331789835277	0.505482678744	0.606476611175	0.671882577077	0.730381983621	[]
7	0	[]	[]	0.544420210711	0.508309790268	0.498001725834	0.504553455204	0.528683716539	0.562849230595	0.592683751247	0.61833140042	0.669986116364	[]	[]
8	0	[]	[]	[]	0.593106095863	0.577090787125	0.594569330505	0.628321265217	0.650942663455	0.670922305128	0.714738561931	[]	[]	[]
9	0	[]	[]	[]	[]	0.681914209268	0.67814619398	0.687334232953	0.70526572745	0.745406423424	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.738211500897	0.73924841838	0.775339710728	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.832673361521	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
