b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.736864886274	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.593106095863	0.653244002771	0.708401792036	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.527221016853	0.577090787125	0.629009706764	0.668122857004	0.705863548074	[]	[]	[]	[]
5	0	[]	[]	[]	0.532388393024	0.554293114623	0.594569330505	0.632698300435	0.65415216573	0.663688776818	0.684292971012	[]	[]	[]
6	0	[]	[]	0.642432083972	0.600349219126	0.606543364912	0.628321265217	0.64247786144	0.639816460658	0.626054484199	0.622118766185	0.659745808476	[]	[]
7	0	[]	[]	[]	0.670172265083	0.652504636567	0.650942663455	0.639946850513	0.611695213585	0.578168124106	0.557997386173	[]	[]	[]
8	0	[]	[]	[]	[]	0.701478827923	0.670922305128	0.639503039967	0.593738005127	0.547964256139	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.714738561931	0.664979623353	0.608625932241	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.748582280561	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
