c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.776549563303	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.671579207112	0.693731054084	0.73174721964	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.547964256139	0.578168124106	0.626054484199	0.663688776818	0.705863548074	[]	[]	[]	[]
5	0	[]	[]	[]	0.411985279163	0.434946516075	0.490797476948	0.548715990459	0.592604335056	0.631608639311	0.678877140783	[]	[]	[]
6	0	[]	[]	0.796655881616	0.772955060984	0.706237141827	0.630977006476	0.537498823878	0.491166154824	0.562221147477	0.62507514855	0.696951083032	[]	[]
7	0	[]	[]	[]	0.448770710178	0.439773783139	0.462624333793	0.517421444907	0.573101971674	0.624046849873	0.674739833524	[]	[]	[]
8	0	[]	[]	[]	[]	0.527221016853	0.554293114623	0.606543364912	0.652504636567	0.701478827923	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.664848271429	0.688102592059	0.727353920936	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.771910727976	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
