c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.771910727976	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.727353920936	0.688102592059	0.664848271429	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.701478827923	0.652504636567	0.606543364912	0.554293114623	0.527221016853	[]	[]	[]	[]
5	0	[]	[]	[]	0.674739833524	0.624046849873	0.573101971674	0.517421444907	0.462624333793	0.439773783139	0.448770710178	[]	[]	[]
6	0	[]	[]	0.696951083032	0.62507514855	0.562221147477	0.491166154824	0.537498823878	0.630977006476	0.706237141827	0.772955060984	0.796655881616	[]	[]
7	0	[]	[]	[]	0.678877140783	0.631608639311	0.592604335056	0.548715990459	0.490797476948	0.434946516075	0.411985279163	[]	[]	[]
8	0	[]	[]	[]	[]	0.705863548074	0.663688776818	0.626054484199	0.578168124106	0.547964256139	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.73174721964	0.693731054084	0.671579207112	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.776549563303	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
