a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	0.813503887069	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.578779637369	0.77639523384	0.541322796574	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.659745808476	0.533303298815	0.737627544289	0.492102673332	0.642432083972	[]	[]	[]	[]
3	0	[]	[]	[]	0.728057428535	0.622118766185	0.534615158612	0.663236993346	0.497402552407	0.600349219126	0.721206391319	[]	[]	[]
4	0	[]	[]	0.776549563303	0.693731054084	0.626054484199	0.548715990459	0.537498823878	0.517421444907	0.606543364912	0.688102592059	0.771910727976	[]	[]
5	0	[]	0.835296934345	0.741566235258	0.690470352237	0.639816460658	0.551725254891	0.261788384287	0.528683716539	0.628321265217	0.687334232953	0.73924841838	0.832673361521	[]
6	0	0.948731495403	0.797191250093	0.733882171078	0.689870405215	0.64247786144	0.539594448901	0.0	0.539594448901	0.64247786144	0.689870405215	0.733882171078	0.797191250093	0.948731495403
7	0	[]	0.832673361521	0.73924841838	0.687334232953	0.628321265217	0.528683716539	0.261788384287	0.551725254891	0.639816460658	0.690470352237	0.741566235258	0.835296934345	[]
8	0	[]	[]	0.771910727976	0.688102592059	0.606543364912	0.517421444907	0.537498823878	0.548715990459	0.626054484199	0.693731054084	0.776549563303	[]	[]
9	0	[]	[]	[]	0.721206391319	0.600349219126	0.497402552407	0.663236993346	0.534615158612	0.622118766185	0.728057428535	[]	[]	[]
10	0	[]	[]	[]	[]	0.642432083972	0.492102673332	0.737627544289	0.533303298815	0.659745808476	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	0.541322796574	0.77639523384	0.578779637369	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	0.813503887069	[]	[]	[]	[]	[]	[]
