a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.819911649202	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.451510867004	0.794580513265	0.39525989251	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.557997386173	0.462187864605	0.729488775314	0.41835813797	0.532388393024	[]	[]	[]	[]
4	0	[]	[]	[]	0.671579207112	0.578168124106	0.490797476948	0.630977006476	0.462624333793	0.554293114623	0.664848271429	[]	[]	[]
5	0	[]	[]	0.741517310998	0.682878398399	0.611695213585	0.522762595498	0.482997115268	0.504553455204	0.594569330505	0.67814619398	0.738211500897	[]	[]
6	0	[]	0.85092834425	0.749062585279	0.694194346485	0.639946850513	0.546515940861	0.292220912815	0.542028787679	0.632698300435	0.692262251588	0.748082053128	0.851859203119	[]
7	0	[]	[]	0.775339710728	0.70526572745	0.650942663455	0.562849230595	0.331789835277	0.575766725781	0.65415216573	0.706527187546	0.777233285008	[]	[]
8	0	[]	[]	[]	0.727353920936	0.652504636567	0.573101971674	0.491166154824	0.592604335056	0.663688776818	0.73174721964	[]	[]	[]
9	0	[]	[]	[]	[]	0.670172265083	0.577236904457	0.594190722715	0.598129806201	0.684292971012	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.595038126821	0.664643033227	0.617112706331	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.718642268766	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
