c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	0.948731495403	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.85092834425	0.797191250093	0.851859203119	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.81016501051	0.749062585279	0.733882171078	0.748082053128	0.809535839571	[]	[]	[]	[]
3	0	[]	[]	[]	0.781246025136	0.712652886723	0.694194346485	0.689870405215	0.692262251588	0.709369132729	0.777687727215	[]	[]	[]
4	0	[]	[]	0.748582280561	0.664979623353	0.639503039967	0.639946850513	0.64247786144	0.632698300435	0.629009706764	0.653244002771	0.736864886274	[]	[]
5	0	[]	0.698242142377	0.597209402902	0.556277407003	0.548746011921	0.546515940861	0.539594448901	0.542028787679	0.553370344309	0.570952137135	0.612493453017	0.708583887244	[]
6	0	0.797622319794	0.730589177369	0.706456115966	0.659066644517	0.551717854012	0.292220912815	0.0	0.292220912815	0.551717854012	0.659066644517	0.706456115966	0.730589177369	0.797622319794
7	0	[]	0.708583887244	0.612493453017	0.570952137135	0.553370344309	0.542028787679	0.539594448901	0.546515940861	0.548746011921	0.556277407003	0.597209402902	0.698242142377	[]
8	0	[]	[]	0.736864886274	0.653244002771	0.629009706764	0.632698300435	0.64247786144	0.639946850513	0.639503039967	0.664979623353	0.748582280561	[]	[]
9	0	[]	[]	[]	0.777687727215	0.709369132729	0.692262251588	0.689870405215	0.694194346485	0.712652886723	0.781246025136	[]	[]	[]
10	0	[]	[]	[]	[]	0.809535839571	0.748082053128	0.733882171078	0.749062585279	0.81016501051	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	0.851859203119	0.797191250093	0.85092834425	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	0.948731495403	[]	[]	[]	[]	[]	[]
