c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	10.0955479763	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	10.5086771689	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	10.317466127	6.52670584815	9.84846196973	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	10.7966955448	8.44299451588	10.2939592114	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	10.8720169601	1.71933748296	14.4161513153	15.8708406894	10.4573730558	[]	[]	[]	[]
3	1	[]	[]	[]	[]	11.2583121256	3.57780768829	9.43805768412	12.3958379355	10.7153787691	[]	[]	[]	[]
4	0	[]	[]	[]	10.8691794857	1.33159532996	11.9454941366	12.2705615985	11.8982001174	10.2459254679	10.7494582319	[]	[]	[]
4	1	[]	[]	[]	11.3575370557	1.6983804115	6.10482888503	9.63909873084	6.66367527889	11.1044335701	11.1987831179	[]	[]	[]
5	0	[]	[]	10.0850697415	9.49523528271	9.06119098161	15.1301466243	10.6238883345	13.8524571232	-8.53625538276	5.13435207081	10.4607565282	[]	[]
5	1	[]	[]	10.88467661	11.0910589723	2.20166644927	10.1287386921	12.531491933	1.11664985131	7.49144932054	8.09880763495	11.1787392942	[]	[]
6	0	[]	9.77123683848	8.1225205245	8.07244547791	14.8220424677	11.9759315346	3.21743963613	5.32530837227	13.177065599	-1.63794926916	6.24721130882	10.5411118395	[]
6	1	[]	10.4251156609	9.89735323492	5.32369677645	11.682587556	10.7853874659	11.814051831	11.5921960074	6.23574542791	9.63022263889	8.96738402331	11.1327075957	[]
7	0	[]	[]	10.0363883545	9.97044678393	8.12343009178	15.507772565	10.8685918703	13.9820633457	-4.72785650976	7.45188822456	10.3945937438	[]	[]
7	1	[]	[]	10.820264935	11.4127925793	2.60811588458	11.4669726541	12.6326671463	5.37081418952	8.28340638359	8.81815304004	11.0905372239	[]	[]
8	0	[]	[]	[]	10.8645891317	4.73836177167	11.9086920828	12.1798729822	11.4415453165	7.86604107494	10.71680295	[]	[]	[]
8	1	[]	[]	[]	11.3702540662	4.47484923869	6.04236315362	9.21069158915	7.39634867661	11.3530361734	11.090271669	[]	[]	[]
9	0	[]	[]	[]	[]	10.6955948138	1.00649887579	14.2020991161	15.0377452362	10.5830150002	[]	[]	[]	[]
9	1	[]	[]	[]	[]	11.0116046068	2.6975214393	9.3386047045	12.4244848288	10.8691445074	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	10.0781762328	6.61432156926	9.93977349662	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	10.4962871089	8.45251810125	10.4229177672	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	10.0158106279	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	10.4227963899	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
