c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	10.4541963655	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	10.1297935996	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	10.4845733693	8.08091335361	10.3642380007	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	10.0205537388	6.74190759469	10.0473779259	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	10.273136901	4.33413197533	9.05643538085	13.9935686197	9.5501723132	[]	[]	[]	[]
3	1	[]	[]	[]	[]	9.03954579086	-2.27890730285	4.42412940926	13.0206526412	9.10859496906	[]	[]	[]	[]
4	0	[]	[]	[]	9.88328457467	2.93233244988	10.3979436838	12.213397248	11.4957786295	11.7121607068	8.86252209462	[]	[]	[]
4	1	[]	[]	[]	8.74728514945	-10.3870308205	2.73786174433	2.23848612538	4.48450839116	10.4469703862	8.81411834534	[]	[]	[]
5	0	[]	[]	9.56892248312	8.66638507014	8.13692032197	-40.4417506533	-7.37856077648	-16.831887015	13.1060088699	4.99473907896	10.1895841369	[]	[]
5	1	[]	[]	9.6303265729	10.9222672938	12.4155085542	0.822199074588	6.1862392423	-3.47053772433	11.5660916874	3.7640577438	10.3737033228	[]	[]
6	0	[]	9.68761081936	8.10888648678	6.99372031815	-23.1209493721	-2.66833847351	1.18350942538	-8.68918696571	-4.71482451512	11.9391124083	6.79744921788	10.7325722879	[]
6	1	[]	9.52897162186	8.99020314878	10.7840599915	4.5041048095	9.3693692416	11.6804237527	5.69913426211	5.54204619148	11.5773046504	6.23694609388	10.6117550735	[]
7	0	[]	[]	9.55379096745	9.43536307272	8.60537162265	-33.2133941265	-4.5609293025	-12.6496137042	13.3453266519	6.54917036784	10.244553106	[]	[]
7	1	[]	[]	9.82248387177	11.245037108	12.3687719141	1.84162366545	7.28615331472	-0.926653759382	11.2321474869	5.61919035139	10.3364827849	[]	[]
8	0	[]	[]	[]	9.85942731843	5.36821640027	10.7251557697	12.4729919089	11.4648950998	11.5355433808	8.86019997171	[]	[]	[]
8	1	[]	[]	[]	9.14709033946	-4.31242151212	3.79846040122	2.70165479781	3.01696304748	10.4194843286	8.60710811437	[]	[]	[]
9	0	[]	[]	[]	[]	10.3908860166	3.82183996515	8.95007411061	13.8913996753	8.95138742944	[]	[]	[]	[]
9	1	[]	[]	[]	[]	9.07629846719	-3.92781134809	3.46809609611	12.8947933218	8.59863191674	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	10.6109335608	8.03069642905	9.97485667848	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	10.1052994077	6.81029998134	9.74781531344	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	10.3837736385	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	10.0556358226	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
