c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	10.2980404772	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	9.5457002996	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	12.7719977382	12.0548143913	7.92022625074	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	15.1984502841	10.1785162137	2.43745029789	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	12.378540287	11.5142687297	13.3564492606	11.090337505	7.85602040864	[]	[]	[]	[]
4	1	[]	[]	[]	[]	9.96674165118	9.4369732276	11.5266737469	7.85162217062	0.94462482055	[]	[]	[]	[]
5	0	[]	[]	[]	10.4643366474	9.80465660574	8.67543533392	13.9105117556	14.1323747711	-7.75605726344	11.9007543857	[]	[]	[]
5	1	[]	[]	[]	9.68198115127	4.96392064487	9.6793188211	10.5485856933	2.49097899122	9.34075483799	13.5024360557	[]	[]	[]
6	0	[]	[]	9.7179895735	9.21967067906	15.2803538424	12.8076524527	10.0460227276	13.605627703	13.5682653441	0.392245532681	11.8672127364	[]	[]
6	1	[]	[]	7.97848587217	6.45638349596	11.9792821638	11.300883123	11.3717615778	9.1858725763	7.24544209082	10.6502026392	12.877156216	[]	[]
7	0	[]	[]	[]	9.86130031046	9.24302923848	12.0800778669	14.0303317714	14.9556916144	-4.26103986343	11.7165862248	[]	[]	[]
7	1	[]	[]	[]	7.61699692336	5.15331181869	11.0482657217	11.8907836852	6.1628936159	9.69229709411	13.5522537777	[]	[]	[]
8	0	[]	[]	[]	[]	12.1561928964	11.37984357	13.3232392055	11.3631482659	6.99982971593	[]	[]	[]	[]
8	1	[]	[]	[]	[]	10.9570931182	9.48632722307	11.2898841974	8.40328497938	-4.19418404993	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	12.7075553045	12.0709966448	7.56002662257	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	14.8445591236	10.1507782562	0.992242205605	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	10.1257274717	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	9.32823354144	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
