c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	11.3401621205	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	7.9013296535	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	11.4269888491	8.89645503742	5.71903139026	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	10.3452014253	7.19225409625	3.39976530798	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.515217650311	-6.22960560924	-6.11001470708	-0.415853215291	4.84393029712	[]	[]	[]	[]
5	1	[]	[]	[]	[]	-0.252785904437	-5.10060608333	-2.27558083561	-15.296356696	9.80727209652	[]	[]	[]	[]
6	0	[]	[]	[]	1.76499677034	-1.78766409722	-12.6745342184	2.35394221779	9.2732428473	2.95146243468	8.6537895719	[]	[]	[]
6	1	[]	[]	[]	1.84364451381	2.29925168797	-6.98605448328	2.01472834683	7.5576017183	-3.13124929877	11.0096637655	[]	[]	[]
7	0	[]	[]	[]	[]	1.0803168239	-3.68446089866	-5.71835797245	1.39303041213	6.10564779417	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.10944736501	-2.36246854896	-2.05088332112	-10.7012174863	9.85846980049	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	11.4582611224	9.30423246773	6.50370656849	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	10.6779832262	7.82231044338	2.79606780738	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	11.3313296376	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	7.418950876	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
