b\a	mol	0	1	2
0	0	[]	0.338635149971	[]
0	1	[]	0.83487897005	[]
1	0	0.50696723875	0.0	1.48780984356
1	1	1.48011861902	0.34517617402	0.411172658621
2	0	[]	0.997345303051	[]
2	1	[]	0.438218148126	[]
