a\c	mol	0	1	2
0	0	[]	0.50696723875	[]
0	1	[]	1.48011861902	[]
1	0	0.796183129209	0.0	0.799747397127
1	1	0.741069988322	0.34517617402	0.816164371626
2	0	[]	1.48780984356	[]
2	1	[]	0.411172658621	[]
