b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	1.53782378341	[]	[]
1	1	[]	[]	0.238780323136	[]	[]
1	2	[]	[]	-0.626340699907	[]	[]
1	3	[]	[]	0.40426777279	[]	[]
2	0	[]	0.796574100812	0.37628465127	0.78577852303	[]
2	1	[]	0.252593310223	0.463619427756	0.246586948253	[]
2	2	[]	0.34255211022	0.341042273464	0.37822579721	[]
2	3	[]	0.751962249725	0.791287950793	0.741859493791	[]
3	0	[]	[]	0.180957906025	[]	[]
3	1	[]	[]	-0.444195423758	[]	[]
3	2	[]	[]	0.38957935739	[]	[]
3	3	[]	[]	0.727950611156	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
