c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.53230553225	[]	[]	[]
2	1	[]	[]	[]	1.32847303695	[]	[]	[]
3	0	[]	[]	1.20374978697	1.67480077032	1.7377922697	[]	[]
3	1	[]	[]	1.24126748752	1.83027395751	1.69057747178	[]	[]
4	0	[]	[]	[]	1.40338279745	[]	[]	[]
4	1	[]	[]	[]	1.22842020361	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
